ID;Name;Position;Number;Club;CountryOfClub;DateOfBirth;Age;HeightCM;Country;Caps;Goals;PlaysInHomeCountry
200261;Alexandre SONG;Midfielder;6;FC Barcelona;Spain;09/set/87;26;183;Cameroon;46;0;No
228686;David OSPINA;Goalkeeper;1;OGC Nice;France;31/ago/88;25;183;Columbia;43;0;No
319460;Yann SOMMER;Goalkeeper;12;FC Basel;Switzerland;17/dez/88;25;183;Switzerland;6;0;Yes
274329;HAN Kookyoung;Midfielder;14;Kashiwa Reysol;Japan;19/abr/90;24;183;South Korea;9;0;No
312116;Gaston RAMIREZ;Midfielder;18;Southampton FC;England;02/dez/90;23;183;Uruguay;28;0;No
336485;Sime VRSALJKO;Defender;2;Genoa CFC;Italy;10/jan/92;22;183;Croatia;6;0;No
379952;Erik DURM;Defender;15;Borussia Dortmund;Germany;12/mai/92;22;183;Germany;1;0;Yes
313051;Joel VELTMAN;Defender;13;AFC Ajax;Netherlands;15/jan/92;22;183;Netherlands;2;0;Yes
376230;Sead KOLASINAC;Defender;5;FC Schalke 04;Germany;20/jun/93;20;183;Bosnia & Herzegovina;4;0;No
336085;Terence KONGOLO;Defender;14;Feyenoord Rotterdam;Netherlands;14/fev/94;20;183;Netherlands;1;0;Yes
271550;Gonzalo HIGUAIN;Forward;9;SSC Napoli;Italy;10/dez/87;26;184;Argentina;36;20;No
306548;Andre SCHUERRLE;Forward;9;Chelsea FC;England;06/nov/90;23;184;Germany;32;12;No
274034;Danny WELBECK;Forward;11;Manchester United FC;England;26/nov/90;23;184;England;22;8;Yes
217313;Dirk KUYT;Forward;15;Fenerbahce SK;Turkey;22/jul/80;33;184;Netherlands;98;24;No
236530;Celso BORGES;Midfielder;5;AIK Solna;Sweden;27/mai/88;26;184;Costa Rica;61;13;No
296633;Ivan RAKITIC;Midfielder;7;Sevilla FC;Spain;10/mar/88;26;184;Croatia;61;9;No
215623;Alberto AQUILANI;Midfielder;14;ACF Fiorentina;Italy;07/jul/84;29;184;Italy;34;5;Yes
178119;Rafael MARQUEZ;Defender;4;Club Leon;Mexico;13/fev/79;35;184;Mexico;119;15;Yes
200847;Adrian RAMOS;Forward;19;Hertha BSC;Germany;22/jan/86;28;184;Columbia;25;2;No
297377;Ognjen VUKOJEVIC;Midfielder;8;FC Dynamo Kyiv;Ukraine;20/dez/83;30;184;Croatia;55;4;No
233703;Martin DEMICHELIS;Defender;15;Manchester City FC;England;20/dez/80;33;184;Argentina;37;2;No
358022;Jose CHOLEVAS;Defender;20;Olympiacos Piraeus FC;Greece;27/jun/84;29;184;Greece;21;1;Yes
183893;Jermaine JONES;Midfielder;13;Besiktas JK;Turkey;03/nov/81;32;184;USA;43;2;No
299896;Domagoj VIDA;Defender;21;FC Dynamo Kyiv;Ukraine;29/abr/89;25;184;Croatia;22;1;No
216627;Valon BEHRAMI;Midfielder;11;SSC Napoli;Italy;19/abr/85;29;184;Switzerland;48;2;No
213879;Maynor FIGUEROA;Defender;3;Hull City FC;England;02/mai/83;31;184;Honduras;100;3;No
182021;Mickael LANDREAU;Goalkeeper;23;SC Bastia;France;14/mai/79;35;184;France;11;0;Yes
215484;Loukas VYNTRA;Defender;11;Levante UD;Spain;05/fev/81;33;184;Greece;49;0;No
299904;Mensur MUJDZA;Midfielder;13;SC Freiburg;Germany;28/mar/84;30;184;Bosnia & Herzegovina;24;0;No
358046;Vladimir GRANAT;Defender;13;FC Dynamo Moscow;Russia;22/mai/87;27;184;Russia;4;0;Yes
199175;Keylor NAVAS;Goalkeeper;1;Levante UD;Spain;15/dez/86;27;184;Costa Rica;52;0;No
360109;Panagiotis KONE;Midfielder;8;Bologna FC;Italy;26/jul/87;26;184;Greece;15;0;No
312987;Oscar DUARTE;Defender;6;Club Brugge KV;Belgium;03/jun/89;25;184;Costa Rica;10;0;No
306780;Ciro IMMOBILE;Forward;17;Torino FC;Italy;20/fev/90;24;184;Italy;2;0;Yes
374529;Anel HADZIC;Midfielder;21;SK Sturm Graz;Austria;16/ago/89;24;184;Bosnia & Herzegovina;2;0;No
356710;Ruben GABRIEL;Midfielder;4;KV Waasland-Beveren;Belgium;25/set/90;23;184;Nigeria;10;0;No
364088;Faouzi GHOULAM;Defender;3;SSC Napoli;Italy;01/fev/91;23;184;Algeria;5;0;No
356712;Juwon OSHANIWA;Defender;13;FC Ashdod;Israel;14/set/90;23;184;Nigeria;9;0;No
376285;Aissa MANDI;Defender;20;Stade de Reims;France;22/out/91;22;184;Algeria;2;0;No
358885;Maksim KANUNNIKOV;Forward;6;FK Amkar Perm;Russia;14/jul/91;22;184;Russia;2;0;Yes
368655;Jose GIMENEZ;Defender;13;Atletico Madrid;Spain;20/jan/95;19;184;Uruguay;5;0;No
336450;Luke SHAW;Defender;23;Southampton FC;England;12/jul/95;18;184;England;1;0;Yes
379165;Bailey WRIGHT;Defender;8;Preston North End FC;England;28/jul/92;21;184;Australia;0;0;No
201200;CRISTIANO RONALDO;Forward;7;Real Madrid CF;Spain;05/fev/85;29;185;Portugal;110;49;No
207851;Clint DEMPSEY;Forward;8;Seattle Sounders FC;USA;09/mar/83;31;185;USA;103;36;Yes
238072;Jozy ALTIDORE;Forward;17;Sunderland AFC;England;06/nov/89;24;185;USA;68;20;No
297103;Karim BENZEMA;Forward;10;Real Madrid CF;Spain;19/dez/87;26;185;France;65;19;No
369058;Ante REBIC;Forward;16;ACF Fiorentina;Italy;21/set/93;20;185;Croatia;4;1;No
330659;Karim ANSARI FARD;Forward;10;Tractor Sazi Tabriz FC;Iran;03/abr/90;24;185;Iran;40;9;Yes
299878;Loic REMY;Forward;20;Newcastle United FC;England;02/jan/87;27;185;France;24;5;No
214961;Steven GERRARD;Midfielder;4;Liverpool FC;England;30/mai/80;34;185;England;110;21;Yes
356407;Michael LANG;Defender;6;Grasshopper Club;Switzerland;08/fev/91;23;185;Switzerland;6;1;Yes
201787;Mauricio PINILLA;Forward;9;Cagliari Calcio;Italy;04/fev/84;30;185;Chile;25;4;No
212410;KWAK Taehwi;Defender;4;Al Hilal FC;Saudi Arabia;08/jul/81;32;185;South Korea;34;5;No
233531;Michael BRADLEY;Midfielder;4;Toronto FC;Canada;31/jul/87;26;185;USA;84;12;No
372989;Ermin BICAKCIC;Defender;3;Eintracht Braunschweig;Germany;24/jan/90;24;185;Bosnia & Herzegovina;7;1;No
228336;Vasileios TOROSIDIS;Defender;15;AS Roma;Italy;10/jun/85;29;185;Greece;65;7;No
213170;Masoud SHOJAEI;Forward;7;UD Las Palmas;Spain;09/jun/84;30;185;Iran;49;5;No
300402;Senijad IBRICIC;Midfielder;17;Kayseri Erciyesspor;Turkey;26/set/85;28;185;Bosnia & Herzegovina;44;4;No
290800;Dario VIDOSIC;Midfielder;20;FC Sion;Switzerland;08/abr/87;27;185;Australia;22;2;No
358692;Julian DRAXLER;Midfielder;14;FC Schalke 04;Germany;20/set/93;20;185;Germany;11;1;Yes
290825;Moussa DEMBELE;Midfielder;19;Tottenham Hotspur FC;England;16/jul/87;26;185;Belgium;56;5;No
178403;Joseph YOBO;Defender;2;Norwich City FC;England;06/set/80;33;185;Nigeria;96;7;No
278072;Jalal HOSSEINI;Defender;4;Perspolis FC;Iran;03/fev/82;32;185;Iran;83;6;Yes
213124;Amirhossein SADEGHI;Defender;5;Esteghlal Tehran FC;Iran;06/set/81;32;185;Iran;14;1;Yes
267647;Uwa ECHIEJILE;Defender;3;AS Monaco;France;20/jan/88;26;185;Nigeria;41;2;No
216006;Anthony VANDEN BORRE;Defender;21;RSC Anderlecht;Belgium;24/out/87;26;185;Belgium;25;1;Yes
229499;Diego GODIN;Defender;3;Atletico Madrid;Spain;16/fev/86;28;185;Uruguay;76;3;No
278732;Aurelien CHEDJOU;Defender;14;Galatasaray SK;Turkey;20/jun/85;28;185;Cameroon;29;1;No
209940;Junior DIAZ;Defender;15;FSV Mainz 05;Germany;12/set/83;30;185;Costa Rica;61;1;No
176644;Iker CASILLAS;Goalkeeper;1;Real Madrid CF;Spain;20/mai/81;33;185;Spain;153;0;Yes
216990;Charles ITANDJE;Goalkeeper;16;Konyaspor;Turkey;02/nov/82;31;185;Cameroon;9;0;No
202650;Claudio BRAVO;Goalkeeper;1;Real Sociedad;Spain;13/abr/83;31;185;Chile;79;0;No
198117;Eiji KAWASHIMA;Goalkeeper;1;Standard Liege;Belgium;20/mar/83;31;185;Japan;56;0;No
189300;Vincent ENYEAMA;Goalkeeper;1;Lille OSC;France;29/ago/82;31;185;Nigeria;90;0;No
215017;Igor AKINFEEV;Goalkeeper;1;CSKA Moscow;Russia;08/abr/86;28;185;Russia;68;0;Yes
358012;Laurent KOSCIELNY;Defender;21;Arsenal FC;England;10/set/85;28;185;France;17;0;No
215285;Guillermo OCHOA;Goalkeeper;13;AC Ajaccio;France;13/jul/85;28;185;Mexico;56;0;No
369983;Aleksei KOZLOV;Defender;2;FC Dynamo Moscow;Russia;25/dez/86;27;185;Russia;10;0;Yes
306410;Ryan McGOWAN;Defender;19;Shandong Luneng Taishan FC;China;15/ago/89;24;185;Australia;9;0;No
290931;Nicolas NKOULOU;Defender;3;Olympique Marseille;France;27/mar/90;24;185;Cameroon;47;0;No
350003;Hiroki SAKAI;Defender;21;Hannover 96;Germany;12/abr/90;24;185;Japan;17;0;No
370523;Mathis BOLLY;Midfielder;6;Fortuna Duesseldorf;Germany;14/nov/90;23;185;Ivory Coast;3;0;No
375453;ANDRE ALMEIDA;Defender;19;SL Benfica;Portugal;10/set/90;23;185;Portugal;3;0;Yes
376349;WILLIAM;Midfielder;6;Sporting CP;Portugal;07/abr/92;22;185;Portugal;3;0;Yes
358009;Phil JONES;Defender;16;Manchester United FC;England;21/fev/92;22;185;England;9;0;Yes
369392;Ross BARKLEY;Midfielder;21;Everton FC;England;05/dez/93;20;185;England;4;0;Yes
315424;Kenneth OMERUO;Defender;22;Middlesbrough FC;England;17/out/93;20;185;Nigeria;17;0;No
379911;Divock ORIGI;Forward;17;Lille OSC;France;18/abr/95;19;185;Belgium;1;0;No
319482;Rodrigo MUNOZ;Goalkeeper;12;Club Libertad;Paraguay;22/jan/82;32;185;Uruguay;0;0;No
360642;Camilo VARGAS;Goalkeeper;12;Independiente Santa Fe;Columbia;09/mar/89;25;185;Columbia;0;0;Yes
305372;Abel HERNANDEZ;Forward;8;US Citta di Palermo;Italy;08/ago/90;23;186;Uruguay;12;7;No
217315;Robin VAN PERSIE;Forward;9;Manchester United FC;England;06/ago/83;30;186;Netherlands;84;43;No
233952;FRED;Forward;9;Fluminense FC;Brazil;03/out/83;30;186;Brazil;32;16;Yes
356411;Fabian SCHAER;Defender;22;FC Basel;Switzerland;20/dez/91;22;186;Switzerland;6;3;Yes
208353;Asamoah GYAN;Forward;3;Al Ain FC;United Arab Emirates;22/nov/85;28;186;Ghana;77;38;No
321722;Thomas MUELLER;Forward;13;FC Bayern Muenchen;Germany;13/set/89;24;186;Germany;48;17;Yes
183864;Fernando TORRES;Forward;9;Chelsea FC;England;20/mar/84;30;186;Spain;107;36;No
229506;Cristhian STUANI;Forward;11;RCD Espanyol;Spain;12/out/86;27;186;Uruguay;9;3;No
349572;Jaimen AYOVI;Forward;17;Club Tijuana;Mexico;21/fev/88;26;186;Ecuador;30;9;No
313832;Jackson MARTINEZ;Forward;21;FC Porto;Portugal;03/out/86;27;186;Columbia;27;8;No
330689;JI Dongwon;Midfielder;19;FC Augsburg;Germany;28/mai/91;23;186;South Korea;27;8;No
356731;Raul JIMENEZ;Forward;9;Club America;Mexico;05/mai/91;23;186;Mexico;23;4;Yes
358736;Bruno MARTINS INDI;Defender;4;Feyenoord Rotterdam;Netherlands;08/fev/92;22;186;Netherlands;15;2;Yes
274135;Mamadou SAKHO;Defender;5;Liverpool FC;England;13/fev/90;24;186;France;18;2;No
181406;MAICON;Defender;23;AS Roma;Italy;26/jul/81;32;186;Brazil;71;7;No
268406;KI Sungyueng;Midfielder;16;Sunderland AFC;England;24/jan/89;25;186;South Korea;58;5;No
3408;Mario YEPES;Defender;3;Atalanta Bergamo;Italy;13/jan/76;38;186;Columbia;97;6;No
275931;PEPE;Defender;3;Real Madrid CF;Spain;26/fev/83;31;186;Portugal;57;3;No
186787;Sergey IGNASHEVICH;Defender;4;CSKA Moscow;Russia;14/jul/79;34;186;Russia;97;5;Yes
251481;Pejman MONTAZERI;Defender;15;Umm Salal SC;Qatar;06/set/83;30;186;Iran;20;1;No
339551;Brayan BECKELES;Defender;21;CD Olimpia;Honduras;28/nov/85;28;186;Honduras;23;1;Yes
290864;Toby ALDERWEIRELD;Defender;2;Atletico Madrid;Spain;02/mar/89;25;186;Belgium;34;1;No
209168;Eugene GALEKOVIC;Goalkeeper;18;Adelaide United FC;Australia;12/jun/81;33;186;Australia;8;0;Yes
214377;Andrea BARZAGLI;Defender;15;Juventus FC;Italy;08/mai/81;33;186;Italy;47;0;Yes
184856;Austine EJIDE;Goalkeeper;16;Hapoel Beer Sheva FC;Israel;08/abr/84;30;186;Nigeria;31;0;No
378836;Marco PAROLO;Midfielder;18;Parma FC;Italy;25/jan/85;29;186;Italy;3;0;Yes
323326;Rais MBOLHI;Goalkeeper;23;CSKA Sofia;Bulgaria;25/abr/86;28;186;Algeria;27;0;No
200130;Ezequiel GARAY;Defender;2;SL Benfica;Portugal;10/out/86;27;186;Argentina;18;0;No
291332;Ousmane DIARRASSOUBA;Defender;2;Caykur Rizespor;Turkey;21/dez/86;27;186;Ivory Coast;1;0;No
298613;HENRIQUE;Defender;15;SSC Napoli;Italy;14/out/86;27;186;Brazil;5;0;No
299090;Sokratis PAPASTATHOPOULOS;Defender;19;Borussia Dortmund;Germany;09/jun/88;26;186;Greece;47;0;No
359428;LUIS NETO;Defender;14;FC Zenit St. Petersburg;Russia;26/mai/88;26;186;Portugal;7;0;No
358694;Kevin GROSSKREUTZ;Defender;2;Borussia Dortmund;Germany;19/jul/88;25;186;Germany;4;0;Yes
319428;Daryl JANMAAT;Defender;7;Feyenoord Rotterdam;Netherlands;22/jul/89;24;186;Netherlands;15;0;Yes
367343;Yury LODYGIN;Goalkeeper;12;FC Zenit St. Petersburg;Russia;26/mai/90;24;186;Russia;2;0;Yes
359995;Ognjen VRANJES;Defender;6;Elazigspor;Turkey;24/out/89;24;186;Bosnia & Herzegovina;13;0;No
365556;Timmy CHANDLER;Defender;21;1. FC Nuernberg;Germany;29/mar/90;24;186;USA;12;0;No
336434;Clement GRENIER;Midfielder;22;Olympique Lyonnais;France;07/jan/91;23;186;France;5;0;Yes
323556;Konstantinos MANOLAS;Defender;4;Olympiacos Piraeus FC;Greece;14/jun/91;23;186;Greece;8;0;Yes
379808;Tino Sven SUSIC;Midfielder;14;HNK Hajduk Split;Croatia;13/fev/92;22;186;Bosnia & Herzegovina;2;0;No
184615;Klaas Jan HUNTELAAR;Forward;19;FC Schalke 04;Germany;12/ago/83;30;187;Netherlands;61;34;No
323623;Jerry BENGTSON;Forward;11;New England Revolution;USA;08/abr/87;27;187;Honduras;43;19;No
214876;Bryan RUIZ;Forward;10;PSV Eindhoven;Netherlands;18/ago/85;28;187;Costa Rica;62;13;No
316117;Nikica JELAVIC;Forward;9;Hull City FC;England;27/ago/85;28;187;Croatia;32;5;No
358108;Nacer CHADLI;Midfielder;22;Tottenham Hotspur FC;England;02/ago/89;24;187;Belgium;20;3;No
210213;BRUNO ALVES;Defender;2;Fenerbahce SK;Turkey;27/nov/81;32;187;Portugal;71;9;No
359381;Ivan PERISIC;Midfielder;4;VfL Wolfsburg;Germany;02/fev/89;25;187;Croatia;28;3;No
198243;Abel AGUILAR;Midfielder;8;Toulouse FC;France;06/jan/85;29;187;Columbia;48;5;No
311554;Haris SEFEROVIC;Forward;9;Real Sociedad;Spain;22/fev/92;22;187;Switzerland;11;1;No
200219;Fredy GUARIN;Midfielder;13;FC Internazionale;Italy;30/jun/86;27;187;Columbia;48;3;No
311148;Benedikt HOEWEDES;Defender;4;FC Schalke 04;Germany;29/fev/88;26;187;Germany;20;1;Yes
375754;KIM Younggwon;Defender;5;Guangzhou Evergrande FC;China;27/fev/90;24;187;South Korea;20;1;No
175689;THIAGO MOTTA;Midfielder;5;Paris Saint-Germain FC;France;28/ago/82;31;187;Italy;22;1;No
213878;Victor BERNARDEZ;Defender;5;San Jose Earthquakes;USA;24/mai/82;32;187;Honduras;76;3;No
296827;Rafik HALLICHE;Defender;5;Academica Coimbra;Portugal;02/set/86;27;187;Algeria;28;1;No
178420;Tim HOWARD;Goalkeeper;1;Everton FC;England;06/mar/79;35;187;USA;98;0;No
175413;Pepe REINA;Goalkeeper;23;SSC Napoli;Italy;31/ago/82;31;187;Spain;32;0;No
299066;EDUARDO;Goalkeeper;1;Sporting Braga;Portugal;19/set/82;31;187;Portugal;33;0;Yes
175629;Martin SILVA;Goalkeeper;23;CR Vasco da Gama;Brazil;25/mar/83;31;187;Uruguay;4;0;No
297230;Osman CHAVEZ;Defender;2;Qingdao Jonoon FC;China;29/jul/84;29;187;Honduras;54;0;No
182479;Chigozie AGBIM;Goalkeeper;21;Enugu Rangers FC;Nigeria;28/nov/84;29;187;Nigeria;14;0;Yes
305708;Mohamed ZEMMAMOUCHE;Goalkeeper;16;USM Alger;Algeria;19/mar/85;29;187;Algeria;7;0;Yes
302630;Maximo BANGUERA;Goalkeeper;1;Barcelona SC;Ecuador;16/dez/85;28;187;Ecuador;24;0;Yes
233333;Gabriel PALETTA;Defender;20;Parma FC;Italy;15/fev/86;28;187;Italy;2;0;Yes
216820;Raul ALBIOL;Defender;2;SSC Napoli;Italy;04/set/85;28;187;Spain;46;0;No
200209;Cristian ZAPATA;Defender;2;AC Milan;Italy;30/set/86;27;187;Columbia;23;0;No
354883;Liassine CADAMURO;Defender;17;RCD Mallorca;Spain;05/mar/88;26;187;Algeria;6;0;No
321734;Shuichi GONDA;Goalkeeper;23;FC Tokyo;Japan;03/mar/89;25;187;Japan;2;0;Yes
302381;Ron-Robert ZIELER;Goalkeeper;12;Hannover 96;Germany;12/fev/89;25;187;Germany;3;0;Yes
358738;Jasper CILLESSEN;Goalkeeper;1;AFC Ajax;Netherlands;22/abr/89;25;187;Netherlands;7;0;Yes
317056;Moussa SISSOKO;Midfielder;18;Newcastle United FC;England;16/ago/89;24;187;France;16;0;No
356189;Jordan HENDERSON;Midfielder;14;Liverpool FC;England;17/jun/90;24;187;England;9;0;Yes
274281;KIM Seunggyu;Goalkeeper;21;Ulsan Hyundai FC;South Korea;30/set/90;23;187;South Korea;5;0;Yes
368009;Ebenezer ODUNLAMI;Defender;12;Sunshine Stars FC;Nigeria;30/abr/91;23;187;Nigeria;11;0;Yes
379736;Matthias GINTER;Defender;3;SC Freiburg;Germany;19/jan/94;20;187;Germany;2;0;Yes
380663;Sammy BOSSUT;Goalkeeper;13;SV Zulte Waregem;Belgium;11/ago/85;28;187;Belgium;0;0;Yes
354859;Islam SLIMANI;Forward;13;Sporting CP;Portugal;18/jun/88;26;188;Algeria;19;10;No
373224;Rickie LAMBERT;Forward;18;Southampton FC;England;16/fev/82;32;188;England;4;2;Yes
186455;Shola AMEOBI;Forward;23;Newcastle United FC;England;12/out/81;32;188;Nigeria;6;2;No
267834;Edinson CAVANI;Forward;21;Paris Saint-Germain FC;France;14/fev/87;27;188;Uruguay;61;20;No
185641;Javad NEKOUNAM;Midfielder;6;Kuwait SC;Kuwait;07/set/80;33;188;Iran;137;37;No
375518;Mario MANDZUKIC;Forward;17;FC Bayern Muenchen;Germany;21/mai/86;28;188;Croatia;49;13;No
318768;Konstantinos MITROGLOU;Forward;9;Fulham FC;England;12/mar/88;26;188;Greece;31;8;No
233167;Haris MEDUNJANIN;Midfielder;18;Gaziantepspor;Turkey;08/mar/85;29;188;Bosnia & Herzegovina;35;5;No
349517;Victor IBARBO;Forward;14;Cagliari Calcio;Italy;19/mai/90;24;188;Columbia;8;1;No
239433;Diego LUGANO;Defender;2;West Bromwich Albion FC;England;02/nov/80;33;188;Uruguay;93;9;No
197514;Mile JEDINAK;Midfielder;15;Crystal Palace FC;England;03/ago/84;29;188;Australia;43;4;No
183882;Hassan YEBDA;Midfielder;7;Udinese Calcio;Italy;14/mai/84;30;188;Algeria;24;2;No
312432;Dejan LOVREN;Defender;6;Southampton FC;England;05/jul/89;24;188;Croatia;24;2;No
216874;Nicolas LOMBAERTS;Defender;18;FC Zenit St. Petersburg;Russia;20/mar/85;29;188;Belgium;26;2;No
234463;John Obi MIKEL;Midfielder;10;Chelsea FC;England;22/abr/87;27;188;Nigeria;58;4;No
367918;LUIZ GUSTAVO;Midfielder;17;VfL Wolfsburg;Germany;23/jul/87;26;188;Brazil;18;1;No
312679;HONG Jeongho;Defender;20;FC Augsburg;Germany;12/ago/89;24;188;South Korea;24;1;No
186793;Vasily BEREZUTSKIY;Defender;14;CSKA Moscow;Russia;20/jun/82;32;188;Russia;77;3;Yes
195223;Roman WEIDENFELLER;Goalkeeper;22;Borussia Dortmund;Germany;06/ago/80;33;188;Germany;2;0;Yes
175546;Alfredo TALAVERA;Goalkeeper;12;Deportivo Toluca FC;Mexico;18/set/82;31;188;Mexico;14;0;Yes
349832;Jose Maria BASANTA;Defender;23;CF Monterrey;Mexico;03/abr/84;30;188;Argentina;8;0;No
359448;Stephane RUFFIER;Goalkeeper;16;AS Saint-Etienne;France;27/set/86;27;188;France;2;0;Yes
297105;Hugo LLORIS;Goalkeeper;1;Tottenham Hotspur FC;England;26/dez/86;27;188;France;56;0;No
349631;Ricardo ALVAREZ;Midfielder;19;FC Internazionale;Italy;12/abr/88;26;188;Argentina;5;0;No
229051;Matthew SPIRANOVIC;Defender;6;Western Sydney Wanderers FC;Australia;27/jun/88;25;188;Australia;17;0;Yes
349568;Adrian BONE;Goalkeeper;12;CD El Nacional;Ecuador;08/set/88;25;188;Ecuador;3;0;Yes
367920;Diego COSTA;Forward;19;Atletico Madrid;Spain;07/out/88;25;188;Spain;3;0;Yes
319436;Leroy FER;Midfielder;18;Norwich City FC;England;05/jan/90;24;188;Netherlands;5;0;No
319340;Eliaquim MANGALA;Defender;13;FC Porto;Portugal;13/fev/91;23;188;France;3;0;No
356676;Roman BUERKI;Goalkeeper;21;Grasshopper Club;Switzerland;14/nov/90;23;188;Switzerland;0;0;Yes
309420;Mattia PERIN;Goalkeeper;13;Genoa CFC;Italy;10/nov/92;21;188;Italy;0;0;Yes
301059;Mario BALOTELLI;Forward;9;AC Milan;Italy;12/ago/90;23;189;Italy;29;12;Yes
300411;Vedad IBISEVIC;Forward;9;VfB Stuttgart;Germany;06/ago/84;29;189;Bosnia & Herzegovina;55;20;No
198106;Yaya TOURE;Midfielder;19;Manchester City FC;England;13/mai/83;31;189;Ivory Coast;82;16;No
367913;DANTE;Defender;13;FC Bayern Muenchen;Germany;18/out/83;30;189;Brazil;12;2;No
217117;Carlos VALDES;Defender;23;CA San Lorenzo de Almagro;Argentina;22/mai/85;29;189;Columbia;13;2;No
295153;Ahmad ALNAMEH;Defender;17;Naft Tehran FC;Iran;20/out/82;31;189;Iran;9;1;Yes
196900;Sami KHEDIRA;Midfielder;6;Real Madrid CF;Spain;04/abr/87;27;189;Germany;45;4;No
290904;Jan VERTONGHEN;Defender;5;Tottenham Hotspur FC;England;24/abr/87;27;189;Belgium;56;4;No
215208;Madjid BOUGUERRA;Defender;2;Lekhwiya SC;Qatar;07/out/82;31;189;Algeria;61;4;No
271253;Maya YOSHIDA;Defender;22;Southampton FC;England;24/ago/88;25;189;Japan;40;2;No
349578;Frickson ERAZO;Defender;3;CR Flamengo;Brazil;05/mai/88;26;189;Ecuador;36;1;No
183798;Roy MILLER;Defender;19;New York Red Bulls;USA;24/nov/84;29;189;Costa Rica;47;1;No
228328;Orestis KARNEZIS;Goalkeeper;1;Granada CF;Spain;11/jul/85;28;189;Greece;18;0;No
271043;DAVID LUIZ;Defender;4;Chelsea FC;England;22/abr/87;27;189;Brazil;35;0;No
269768;RUI PATRICIO;Goalkeeper;12;Sporting CP;Portugal;15/fev/88;26;189;Portugal;29;0;Yes
303034;Sergio BUSQUETS;Midfielder;16;FC Barcelona;Spain;16/jul/88;25;189;Spain;65;0;Yes
318688;Marcos ROJO;Defender;16;Sporting CP;Portugal;20/mar/90;24;189;Argentina;20;0;No
311850;Mohammed RABIU;Midfielder;17;Kuban Krasnodar;Russia;31/dez/89;24;189;Ghana;16;0;No
380069;Christoph KRAMER;Midfielder;23;Borussia Moenchengladbach;Germany;19/fev/91;23;189;Germany;2;0;Yes
308082;Diego REYES;Defender;5;FC Porto;Portugal;19/set/92;21;189;Mexico;14;0;No
379939;Nabil BENTALEB;Midfielder;14;Tottenham Hotspur FC;England;24/nov/94;19;189;Algeria;2;0;No
312316;Eric CHOUPO MOTING;Forward;13;FSV Mainz 05;Germany;23/mar/89;25;190;Cameroon;26;13;No
271414;Carlo COSTLY;Forward;13;Real Espana;Honduras;18/jul/82;31;190;Honduras;68;31;Yes
358112;Romelu LUKAKU;Forward;9;Everton FC;England;13/mai/93;21;190;Belgium;29;9;No
209989;Philippe SENDEROS;Defender;4;Valencia CF;Spain;14/fev/85;29;190;Switzerland;53;5;No
318034;Federico FERNANDEZ;Defender;17;SSC Napoli;Italy;21/fev/89;25;190;Argentina;24;2;No
356162;Esseid BELKALEM;Defender;4;Watford FC;England;01/jan/89;25;190;Algeria;13;1;No
216004;Vincent KOMPANY;Defender;4;Manchester City FC;England;10/abr/86;28;190;Belgium;59;4;No
200935;Stephane MBIA;Midfielder;17;Sevilla FC;Spain;20/mai/86;28;190;Cameroon;49;3;No
321641;Leonardo BONUCCI;Defender;19;Juventus FC;Italy;01/mai/87;27;190;Italy;36;2;Yes
207946;Souleymane BAMBA;Defender;22;Trabzonspor;Turkey;13/jan/85;29;190;Ivory Coast;42;2;No
216715;Ron VLAAR;Defender;2;Aston Villa FC;England;16/fev/85;29;190;Netherlands;23;1;No
321971;Geoff CAMERON;Defender;20;Stoke City FC;England;11/jul/85;28;190;USA;26;1;No
273291;Efe AMBROSE;Defender;5;Celtic FC;Scotland;18/out/88;25;190;Nigeria;36;1;No
228351;Alexandros TZIOLIS;Midfielder;6;Kayserispor;Turkey;13/fev/85;29;190;Greece;49;1;No
159304;Gianluigi BUFFON;Goalkeeper;1;Juventus FC;Italy;28/jan/78;36;190;Italy;139;0;Yes
358097;Asmir AVDUKIC;Goalkeeper;22;FK Borac Banja Luka;Bosnia & Herzegovina;13/mai/81;33;190;Bosnia & Herzegovina;3;0;Yes
274703;Agustin ORION;Goalkeeper;12;CA Boca Juniors;Argentina;26/jul/81;32;190;Argentina;3;0;Yes
184320;JEFFERSON;Goalkeeper;1;Botafogo FR;Brazil;02/jan/83;31;190;Brazil;9;0;Yes
198546;JUNG Sungryong;Goalkeeper;1;Suwon Bluewings FC;South Korea;04/jan/85;29;190;South Korea;60;0;Yes
229498;Fernando MUSLERA;Goalkeeper;1;Galatasaray SK;Turkey;16/jun/86;28;190;Uruguay;57;0;No
360111;Panagiotis GLYKOS;Goalkeeper;12;PAOK FC;Greece;10/out/86;27;190;Greece;2;0;Yes
298655;Salvatore SIRIGU;Goalkeeper;12;Paris Saint-Germain FC;France;12/jan/87;27;190;Italy;8;0;No
353237;Adam KWARASEY;Goalkeeper;12;Stromsgodset IF;Norway;12/dez/87;26;190;Ghana;21;0;No
359436;EDER;Forward;11;Sporting Braga;Portugal;22/dez/87;26;190;Portugal;7;0;Yes
353379;Reza HAGHIGHI;Midfielder;8;Perspolis FC;Iran;01/fev/89;25;190;Iran;7;0;Yes
362649;Andreas SAMARIS;Midfielder;22;Olympiacos Piraeus FC;Greece;13/jun/89;25;190;Greece;4;0;Yes
270714;Javi MARTINEZ;Midfielder;4;FC Bayern Muenchen;Germany;02/set/88;25;190;Spain;16;0;No
